party,chunk
SVP,"ideologischen Irrsinn ausgesetzt – gegen den Willen der El-
tern. Schulen, Medien und andere Einrichtungen missbrau-
G e n d e r - T e r r o r u n d W o k e - W a h n s i n n 117
chen junge Menschen in ihrer sonst schon verunsichernden
Identitätsfindung, um sie ideologisch zu beeinflussen.
In der Schweiz kann man seit dem 1. Januar 2022 Geschlecht
und Vorname im Personenstandsregister in wenigen Minu-
ten ändern lassen. Das Mitte-Links-Parlament erlaubt diesen
massiven Schritt sogar Jugendlichen ab 16 Jahren. Man darf
in diesem Alter keine Fahrstunden nehmen, aber sein Ge-
schlecht ändern. Das ist Unsinn und dabei besteht nicht ein-
mal die Verpflichtung, «die innere Überzeugung der betroffe-
nen Personen überprüfen zu lassen», wie es in einer Weisung
118
G e n d e r - T e r r o r u n d W o k e - W a h n s i n n
des Bundesamtes für Justiz heisst. Die Kosten für den amtlich
bescheinigten Geschlechtswechsel betragen lediglich 75 Fran-"
SVP,"bescheinigten Geschlechtswechsel betragen lediglich 75 Fran-
ken. Damit wird auch die Tür zum Missbrauch geöffnet: Wenn
sich Herr Müller als Frau Müller eintragen lässt, kann er der
Militärpflicht entgehen oder sich andere Vergünstigungen er-
schleichen.
Cancel Culture – die kulturelle Säuberung
All diese schädlichen Entwicklungen gipfeln in der sogenann-
ten Cancel Culture, also dem Löschen, Sperren und Wegradie-
ren unliebsamer Äusserungen. Das neudeutsche «Deplatfor-
ming» verschleiert nur unzureichend, worum es dabei geht:
um die soziale Ausgrenzung von Andersdenkenden. Auf den
sozialen Medien ist es Alltag. Und nun wird es gar Teil der
offiziellen Politik. Linke Städte wie Zürich setzen zum Bilder-
sturm an, schleifen Denkmäler und übermalen Inschriften,
die dem gerade angesagten Wertekanon der urbanen Spies-
serklientel widersprechen. Weisse Musiker werden von der
Bühne gejagt, weil sie die «falsche» Frisur tragen. Bücher wie"
SVP,"Bühne gejagt, weil sie die «falsche» Frisur tragen. Bücher wie
«Winnetou» kommen auf den Index, das Schweizer Radio und
Fernsehen zeigt die entsprechenden Filme nicht mehr. Der ab-
surde Vorwurf lautet, das sei «kulturelle Aneignung». In Tat
und Wahrheit führt diese gefährliche Intoleranz von links zu
gnadenlosen Säuberungen und zu einer Vernichtung der hier
gewachsenen Kultur und Identität.
Standpunkte
Die Partei …
● verteidigt das Recht auf freie Meinungsäusserung und bekämpft jede
Form von Bevormundung und Ausgrenzung von Andersdenkenden.
Die Grenzen dessen, was gesagt werden darf, definiert der Rechts-
staat. Umgekehrt muss er das Recht auf freie Rede jederzeit garantie-
ren können;
● steht ein für Vielfalt statt für Einfalt und für den demokratischen Wett-
streit der Ideen und Argumente;
● fordert die Abschaffung von Gleichstellungsbüros und ähnliche Stellen
bei Bund, Kantonen, Gemeinden und Universitäten;
● setzt sich dafür ein, dass staatlich finanzierten Einrichtungen aus dem"
SVP,"● setzt sich dafür ein, dass staatlich finanzierten Einrichtungen aus dem
Bildungs-, Kultur- und Sozialbereich, die diese Ideologien unter-
stützen und verbreiten, die Steuergelder gestrichen werden;
● kämpft entschieden gegen die Verhunzung der Sprache durch Gender-
sternchen und anderen politisch korrekten Unsinn. Insbesondere
Einrichtungen der öffentlichen Hand wie Verwaltungen und Schulen
dürfen keine einschlägigen Vorschriften erlassen und haben sich an
die geltende Rechtschreibung zu halten;
● setzt sich dafür ein, dass unsere Kinder und Jugendlichen vor Gender-
Terror und den Einflussversuchen der Trans-Community geschützt
bleiben. Die Erziehungs- und Fürsorgepflichten der Eltern dürfen nicht
ausgehebelt werden;
G e n d e r - T e r r o r u n d W o k e - W a h n s i n n 119
● kämpft dagegen, dass hart erarbeitete Steuergelder zugunsten von
Gendertoiletten, der Umbennenung von Strassen etc. aufgrund dieser
extremen Ideologie eingesetzt werden;"
SVP,"extremen Ideologie eingesetzt werden;
● stellt die realen Probleme der Schweiz und der Bevölkerung ins Zent-
rum ihrer Politik. Scheinprobleme wie das Gendern zu bewirtschaften,
ist angesichts der zahlreichen aktuellen Herausforderungen nur eines:
dekadent.
Vorteile
Das bringt mir:
✔ als Bürger die Freiheit, zu denken und zu sagen, was ich will;
✔ für alle Menschen den Schutz vor Ausgrenzung und Diskriminierung;
✔ als Sprachaffiner den Erhalt einer intakten, korrekten Sprache;
✔ als Steuerzahler weniger Steuergeldverschleuderung durch unsinnige
und nutzlose Gender-Programme;
✔ als Bürger die Lösung echter Probleme, die mich beschäftigen (Sicher-
heit und Wohlstand wahren, Kaufkraft stärken, Versorgungssicherheit
garantieren, Sozialwerke erhalten).
Sport und Kultur
Schweizer Identität
stärken –
Vereine fördern
Kultur- und Sportvereine sind mit ihrem Fa-
cettenreichtum ein wunderbarer Ausdruck
der Vielfalt unserer Gesellschaft. Sie tragen zur
Bildung der schweizerischen Identität und zur"
SVP,"der Vielfalt unserer Gesellschaft. Sie tragen zur
Bildung der schweizerischen Identität und zur
gesunden und gebildeten Entwicklung der
Jugend bei. Die Rahmenbedingungen für Sport-
und Kulturvereine sollen durch unbürokratische
und günstige Bedingungen für die Nutzung von
Infrastrukturen verbessert werden. Dabei soll in
erster Linie die Eigeninitiative im Vordergrund
stehen.
121
Alois Lüönd
Rentner und Volksmusikant
Musik ist dank unserer
Vorfahren tief in uns verankert
und verbindet die Menschen. Das
Schweizer Vereinsleben baut Brücken
zwischen Kulturen und ist ein Ausdruck
unserer gelebten Freiheit. Der Staat soll
sich deshalb bei Sport- und Kulturvereinen
möglichst nicht einmischen. Denn mehr
Staat bedeutet automatisch weniger
Freiheit und verzerrt den fairen
Wettbewerb unter den
verschiedenen Akteuren.
122
S p o r t u n d K u l t u r
Sinnvolle, gesunde Freizeitgestaltung
In der Schweiz sind die Sportvereine der Schmelztiegel des"
SVP,"Sinnvolle, gesunde Freizeitgestaltung
In der Schweiz sind die Sportvereine der Schmelztiegel des
Freizeitsports. Tausende von Vereinen und Verbänden mit Mil-
lionen von Mitgliedern leisten einen bemerkenswerten Beitrag
zum Wohlbefinden der Gesellschaft. Sie sind unverzichtbar
für die Vermittlung von Werten wie dem Wunsch, seine Ziele
mit Respekt vor seinen Gegnern zu erreichen. Während lin-
ke Politiker und Sozialarbeiter über Integration, Toleranz und
Beschäftigungsprogramme diskutieren, leisten Tausende von
Sporttrainern und Komiteemitgliedern einen konkreten Bei-
trag. Sie tun dies häufig auf freiwilliger Basis. Einige Vereine
betreiben ihre Einrichtungen ohne staatliche Unterstützung,
während andere die vorhandene Infrastruktur in den Schulen
intelligent nutzen. Die Partei begrüsst dies: Sport reisst soziale
Schranken ein, denn Talent und Anstrengung sind universelle
Eigenschaften, die nicht von der Herkunft abhängen.
Sport als Schulfach"
SVP,"Eigenschaften, die nicht von der Herkunft abhängen.
Sport als Schulfach
In Sportstunden unter der Leitung von entsprechend quali-
fizierten Lehrkräften lernen Kinder und Jugendliche, Freu-
de an Bewegung und Spiel zu haben und ihre Ausdauer zu
trainieren. Der Schulsport bietet Abwechslung zum Unter-
richt im Klassenzimmer, wo die Schüler vor allem sitzen
und mit dem Kopf arbeiten. Der Breiten- und Leistungs-
sport bietet einen wertvollen Ausgleich zum Berufsalltag.
Abgesehen vom Schulsport und der Bereitstellung von In-
frastruktur ist der Sport jedoch keine vorrangige Aufgabe
des Staates.
Leistungssport motiviert den Breitensport
Die Leistungen von Spitzen- und Leistungssportlern moti-
vieren Jugendliche und breite Bevölkerungsschichten, sich
ebenfalls sportlich zu betätigen. Junge Talente sollen durch ein
Ausbildungsangebot gefördert werden, welches die schulische
oder berufliche Ausbildung mit professionellem Sporttraining"
SVP,"oder berufliche Ausbildung mit professionellem Sporttraining
verbindet. Die Partei setzt sich für Fairplay ein und bekämpft
Manipulationen von sportlichen Wettkämpfen, Doping und
Gewalt entschieden.
Kultur fördert den Zusammenhalt
In der Kultur sind die Bereitschaft zur Anstrengung und die
Freude verbindende Elemente. Genau das ist es, was unsere
Gesellschaft braucht. Amateurtheater und -orchester, Ge-
sangsvereine, Musikvereine, Volksmusikgruppen bis hin zu
Guggenmusikformationen und Rockbands – all diese Kreise
S p o r t u n d K u l t u r 123
streben nicht in erster Linie nach dem Lob der Kunstkritiker.
Sie suchen das, was die Seele der Kultur ausmacht, nämlich
die Freude daran, gemeinsam etwas zu schaffen, um sich selbst
und dem Publikum Freude zu bereiten. Diese Form der Kul-
tur braucht keine Subventionen; sie braucht Anerkennung und
faire Bedingungen. Damit sprechen wir den Kern unserer Mi-
lizkultur an. Zu Recht gelten die zahlreichen und vielfältigen"
SVP,"lizkultur an. Zu Recht gelten die zahlreichen und vielfältigen
Vereine in der Schweiz – ein weltweit fast einzigartiges Phäno-
men - als Schulen der Demokratie, indem die Mitglieder in-
dividuelle und kollektive Verantwortung mit demokratischer
Beteiligung übernehmen. Das ist es, was wir unterstützen
müssen.
Eigeninitiative schafft wahre Kultur
Für die Partei ist Kultur grundsätzlich weder Sache des Bundes,
der Kantone noch der Gemeinden. Kultur ist Sache der Kultur.
Die Rolle des Staates kann nur eine subsidiäre sein, welche die
individuelle Initiative und die private Kulturförderung ergänzt.
Einem Projekt staatliche Unterstützung zu gewähren, bedeutet
immer auch, ein anderes Projekt zu diskriminieren. Deshalb
kämpft die Partei einerseits gegen die Aufblähung der Kultur-
bürokratie und andererseits gegen ideologisch motivierte, ein-
seitige Fördermassnahmen, welche die aktuelle Kulturpolitik
prägen. Dasselbe gilt für unverhältnismässige Veranstaltun-"
SVP,"prägen. Dasselbe gilt für unverhältnismässige Veranstaltun-
gen, die nicht auf eine Nachfrage der Bevölkerung reagieren.
124
S p o r t u n d K u l t u r
Nein zu einer vom Staat aufgezwungenen Kultur!
Je mehr sich die staatliche Kultur ausbreitet, desto mehr ver-
schwindet die gelebte Volkskultur. Die staatliche Kulturförde-
rung ermöglicht es den politischen Entscheidungsträgern all-
zu oft, die Kulturform zu unterstützen, die am besten zu ihrer
Politik passt. Dies birgt ein erhebliches Risiko der Günstlings-
wirtschaft und des Betrugs. Die Kulturpolitik funktioniert wie
eine Giesskanne, indem sie alles und jeden unterstützt. Kultur
ist ohnehin in erster Linie eine Geschmacksfrage. Das bedeu-
tet, dass der Staat dort nichts zu suchen hat. Er soll keine Kul-
turbotschaften vorschlagen, die ständig Ausgabenerhöhungen
vorsehen, um zu unverantwortlichen Budgets zu gelangen. In
dieser Hinsicht müssen Landessaustellungen nach privaten
Finanzierungsquellen suchen, die dem Interesse der Bürger"
SVP,"Finanzierungsquellen suchen, die dem Interesse der Bürger
an dem Projekt entsprechen und wieder eine überschaubare
Grösse erreichen.
Private Initiative fördern
Privates Mäzenatentum und Sponsoring eignen sich viel bes-
ser, um eine vielfältige Kultur zu fördern. Vielfalt, Wettbe-
werb, Eigeninitiative und Leidenschaft - das sind die Werte,
von denen die Kultur lebt. Der Kultur ist die Marktwirtschaft,
also die Gesetze von Angebot und Nachfrage, nicht fremd.
Der Wettbewerb der Ideen muss auch in der Kultur eine Rolle
spielen. Eine Produktion, die das Publikum nicht interessiert,
hat kaum einen Nutzen. Der kommerzielle Erfolg gebührt der
Kultur, die dem Publikum gefällt. Die staatliche Kulturförde-
rung verzerrt diesen Wettbewerb und unterstützt ideologisch
und politisch motivierte Projekte. Ein Beweis dafür ist, dass
die Volkskultur und die Brauchtumspflege kaum von staatli-
cher Unterstützung profitieren. Sie lebt von der Freiwilligkeit"
SVP,"cher Unterstützung profitieren. Sie lebt von der Freiwilligkeit
und den Beiträgen von Einzelpersonen, Vereinen oder Stiftun-
gen.
Standpunkte
Die Partei …
● begrüsst sportliche Betätigung zur Förderung von Freude, Leistung und
Fitness;
● anerkennt den für alle Kinder obligatorischen Schulsport als wichtigen
körperlichen Ausgleich zur kopflastigen Ausbildung und als Teil der natio-
nalen gemeinsamen Schweizer Kultur;
● verlangt eine angemessene Unterstützung von Sport- und Klassenlagern;
● unterstützt den Breitensport für die Gesundheitsprävention und die
soziale Integration;
● setzt sich ein für die in den Vereinen und der Organisation von Sportanläs-
sen geleistete Freiwilligenarbeit;
● fordert unbürokratische und kostengünstige Nutzungsmöglichkeiten
bestehender öffentlicher Infrastrukturen (Sportplätze, Hallen usw.) für die
wichtige Arbeit der Sportvereine;
● bekennt sich zum Spitzensport und dessen Vorbildwirkung für Jugend und
breite Bevölkerung;"
SVP,"● bekennt sich zum Spitzensport und dessen Vorbildwirkung für Jugend und
breite Bevölkerung;
● steht ein für Fairness und bekämpft Doping, Wettbetrug und Gewalt in der
Sportwelt;
● steht für eine Volkskultur in Vereinen und privaten Strukturen ein, die
nicht vom Staat abhängig ist, sondern aus Eigeninitiative lokale und
nationale Kultur von Bürgern für Bürger schafft;
● verlangt, dass die Brauchtumspflege gegenüber internationalen und
bürgerfernen Prestigekulturprojekten bevorzugt wird;
● bekämpft die Unterwanderung der schweizerischen Kultur durch Umerzie-
hungsversuche, welche die links-grüne Förderung von hochstilisierten
Minderheiten zum Ziel haben. Diese Minderheiten stellen sich als Opfer
der Gesellschaft zur Schau;
● lehnt eine weitere Zentralisierung der Kulturpolitik im Rahmen einer
nationalen Kulturpolitik mit millionenteuren Kulturbotschaften ab;
● setzt sich für eine massive Kürzung der Kulturförderung auf Bundesebene
ein – namentlich bei der Filmförderung;"
SVP,"ein – namentlich bei der Filmförderung;
● lehnt die millionenteure Zwangssubventionierung städtischer Kulturein-
richtungen ab;
S p o r t u n d K u l t u r 125
● verlangt, dass überkommene Kulturstrukturen, wie z. B. die Theaterhäu-
ser, den heutigen Bedürfnissen angepasst und reduziert werden;
● fordert die steuerliche Begünstigung bzw. Steuerbefreiung von privaten
Kulturstiftungen und Spenden sowie gesetzliche Erleichterungen zur
Errichtung von Stiftungen;
● will, dass sich kulturelle Einrichtungen wie Museen am Publikum
orientieren und erfolgreich geführte Institutionen bei der Unterstützung
priorisiert werden;
● setzt sich dafür ein, dass private Kulturvereine möglichst einfach und
kostengünstig öffentliche Infrastrukturen nutzen können;
● wehrt sich gegen die geldverschwenderische Teilnahme an bürger- und
wirtschaftsfernen EU-Kulturprogrammen;
● verlangt, dass die Landesausstellungen privat finanziert und redimen-
sioniert werden.
Vorteile
Das bringt mir:"
SVP,"sioniert werden.
Vorteile
Das bringt mir:
✔ als Freizeitsportler die Möglichkeit zu sportlicher Betätigung mit der
jeweils nötigen Infrastruktur;
✔ als Spitzen- und Leistungssportler eine professionelle Ausbildung und
Förderung;
✔ als Mitarbeiter eines Vereins oder Verbands die Möglichkeit, mich aktiv
für die Interessen des Sports einzusetzen;
✔ als Eltern die Gewissheit, dass die Kinder in der Schule oder in Vereinen
sportlich gefördert werden und nicht auf der Strasse herumlungern;
✔ als kulturinteressiertem Menschen ein vielfältiges und attraktives statt
einfältiges Angebot;
✔ als Kulturschaffendem mehr Freiraum und Schutz vor staatlicher Einfluss-
nahme und Monopolisierung;
✔ als Volksmusiker oder Laiendarsteller gleich lange Spiesse im Kulturwett-
bewerb."
GLP,"Legislaturprogramm
2025 – 2028
Die Partei Aargau
Vorwort
Liebe Leute, liebe Aargauerinnen und Aargauer
Die Leuten wollen Verantwortung übernehmen und den Aargau mitgestalten.
Damit dies nicht ein leeres Versprechen bleibt, haben wir in neun Themenfeldern
konkrete Ziele gesetzt, welche wir in den kommenden Jahren erreichen wollen.
Unser Legislaturprogramm zeigt auf, wo wir Akzente setzen wollen und macht
unsere Politik für unsere Wählerinnen und Wähler greifbar und verbindlich.
Gleichzeitig wollen wir auch offen sein für Rückmeldungen aus der Bevölkerung,
neue Entwicklungen, oder Erkenntnisse aus der Wissenschaft. Wir wollen auch in
Zukunft aufmerksam bleiben und auf neue Entwicklungen und Aktualitäten
reagieren.
Oberstes Ziel bleibt dabei, den Aargau erfolgreicher, lebenswerter, aber gleichzeitig
auch umweltfreundlicher zu machen. Wir freuen uns, die Zukunft des Aargaus zu
gestalten.
Fraktionspräsident Die Partei Aargau Präsident Die Partei Aargau
2
Die Partei Aargau"
